loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,date,loan_status,zip_code,dti,delinq_2yrs,fico_range_low,fico_range_high,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,recoveries,collection_recovery_fee,collections_12_mths_ex_med,application_type,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,total_bal_il,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit
9600.0, 36 months,13.67,326.57,C,6 years,MORTGAGE,40000.0,Source Verified,2016-03-01,Fully Paid,290xx,17.28,2.0,660.0,664.0,0.0,14.0,0.0,16638.0,57.8,29.0,0.0,0.0,0.0,Individual,0.0,168.0,87551.0,0.0,0.0,1.0,1.0,0.0,6.0,6.0,2936.0,58.0,28800.0,2.0,2.0,4.0,7.0,7296.0,0.0,0.0,318.0,9.0,8.0,3.0,1.0,2.0,9.0,3.0,5.0,9.0,11.0,17.0,9.0,14.0,0.0,0.0,7.0,75.0,0.0,0.0,160441.0,16638.0,4000.0,0.0
10000.0, 36 months,10.42,324.65,B,10+ years,RENT,74000.0,Source Verified,2017-06-01,Charged Off,105xx,20.82,0.0,685.0,689.0,1.0,19.0,0.0,23061.0,35.6,43.0,0.0,0.0,0.0,Individual,0.0,986.0,36873.0,1.0,2.0,0.0,1.0,13812.0,4.0,6.0,6884.0,38.0,64700.0,2.0,0.0,3.0,7.0,2049.0,0.0,0.0,142.0,6.0,6.0,0.0,0.0,8.0,9.0,10.0,17.0,4.0,17.0,39.0,9.0,19.0,0.0,0.0,4.0,100.0,0.0,0.0,96063.0,36873.0,46700.0,31363.0
21275.0, 60 months,30.99,701.32,G,1 year,RENT,70000.0,Not Verified,2017-07-01,Fully Paid,190xx,18.66,0.0,685.0,689.0,2.0,25.0,0.0,17417.0,46.1,38.0,0.0,0.0,0.0,Individual,0.0,186.0,78033.0,3.0,14.0,1.0,4.0,60616.0,3.0,5.0,12105.0,66.0,37800.0,0.0,3.0,3.0,9.0,3547.0,0.0,0.0,123.0,1.0,1.0,0.0,0.0,4.0,5.0,5.0,9.0,17.0,11.0,21.0,5.0,25.0,0.0,0.0,4.0,97.4,0.0,0.0,118249.0,78033.0,22200.0,80449.0
5600.0, 36 months,11.44,184.51,B,7 years,MORTGAGE,38000.0,Verified,2017-01-01,Fully Paid,975xx,18.92,1.0,665.0,669.0,0.0,8.0,0.0,2374.0,33.9,33.0,0.0,0.0,0.0,Individual,0.0,3967.0,201154.0,1.0,2.0,2.0,3.0,20394.0,1.0,3.0,846.0,78.0,7000.0,1.0,8.0,0.0,7.0,25144.0,0.0,0.0,154.0,9.0,4.0,3.0,2.0,3.0,3.0,3.0,13.0,9.0,5.0,21.0,3.0,8.0,0.0,0.0,3.0,81.3,0.0,0.0,212099.0,22768.0,5500.0,22202.0
6000.0, 36 months,10.49,194.99,B,3 years,OWN,80000.0,Source Verified,2016-10-01,Fully Paid,967xx,15.77,0.0,680.0,684.0,1.0,10.0,1.0,7543.0,23.5,18.0,0.0,0.0,0.0,Individual,0.0,0.0,27667.0,2.0,3.0,1.0,2.0,20124.0,3.0,4.0,2168.0,40.0,32100.0,0.0,0.0,1.0,6.0,2767.0,0.0,0.0,310.0,3.0,3.0,0.0,1.0,4.0,5.0,5.0,8.0,8.0,7.0,10.0,5.0,10.0,0.0,0.0,4.0,93.3,1.0,0.0,68599.0,27667.0,21400.0,36499.0
8400.0, 36 months,8.59,265.52,A,1 year,OWN,33400.0,Source Verified,2016-10-01,Fully Paid,074xx,28.06,0.0,770.0,774.0,1.0,12.0,0.0,2962.0,15.0,23.0,0.0,0.0,0.0,Individual,0.0,0.0,53472.0,0.0,4.0,1.0,3.0,50510.0,1.0,2.0,1463.0,66.0,19700.0,2.0,0.0,2.0,5.0,4861.0,0.0,0.0,132.0,9.0,9.0,0.0,0.0,3.0,4.0,6.0,8.0,10.0,8.0,13.0,4.0,12.0,0.0,0.0,2.0,100.0,0.0,0.0,81665.0,53472.0,18700.0,61965.0
35000.0, 60 months,24.11,1009.12,F,10+ years,RENT,100000.0,Verified,2016-03-01,Charged Off,114xx,23.78,0.0,680.0,684.0,0.0,15.0,0.0,25355.0,45.0,16.0,3417.55,615.159,0.0,Individual,0.0,0.0,44457.0,1.0,2.0,1.0,1.0,19102.0,5.0,7.0,8528.0,45.0,56150.0,0.0,0.0,2.0,8.0,2963.0,0.0,0.0,45.0,5.0,5.0,0.0,0.0,9.0,13.0,9.0,9.0,3.0,13.0,13.0,13.0,15.0,0.0,0.0,6.0,100.0,0.0,0.0,94384.0,44457.0,46050.0,38234.0
22000.0, 36 months,14.49,757.16,C,< 1 year,RENT,65000.0,Source Verified,2016-09-01,Fully Paid,980xx,9.95,0.0,670.0,674.0,0.0,14.0,0.0,19837.0,82.0,27.0,0.0,0.0,0.0,Individual,0.0,0.0,256612.0,0.0,0.0,0.0,0.0,236775.0,0.0,0.0,6442.0,82.0,24200.0,1.0,0.0,0.0,0.0,18329.0,0.0,0.0,107.0,31.0,31.0,0.0,0.0,7.0,9.0,7.0,7.0,14.0,12.0,13.0,9.0,14.0,0.0,0.0,0.0,100.0,0.0,0.0,260975.0,256612.0,19900.0,236775.0
7000.0, 36 months,6.99,216.11,A,10+ years,MORTGAGE,92000.0,Not Verified,2017-05-01,Fully Paid,335xx,14.69,0.0,825.0,829.0,0.0,9.0,0.0,4102.0,11.1,18.0,0.0,0.0,0.0,Individual,0.0,0.0,41169.0,0.0,3.0,2.0,3.0,37067.0,0.0,2.0,1991.0,42.0,36900.0,0.0,6.0,1.0,5.0,5146.0,0.0,0.0,211.0,16.0,12.0,0.0,0.0,1.0,2.0,2.0,5.0,7.0,6.0,11.0,2.0,9.0,0.0,0.0,2.0,94.4,0.0,0.0,99272.0,41169.0,25000.0,62372.0
13000.0, 36 months,11.99,431.73,B,3 years,MORTGAGE,37580.0,Not Verified,2017-07-01,Fully Paid,327xx,21.91,0.0,710.0,714.0,0.0,14.0,0.0,5790.0,18.5,24.0,0.0,0.0,0.0,Individual,0.0,663.0,29885.0,0.0,1.0,1.0,1.0,24095.0,0.0,2.0,2350.0,52.0,37800.0,0.0,2.0,0.0,3.0,2490.0,0.0,0.0,159.0,16.0,11.0,0.0,1.0,3.0,7.0,6.0,9.0,5.0,13.0,19.0,7.0,14.0,0.0,0.0,1.0,95.7,0.0,0.0,64320.0,29885.0,26500.0,26520.0
12600.0, 60 months,23.99,362.41,E,10+ years,MORTGAGE,47000.0,Not Verified,2016-07-01,Charged Off,906xx,18.13,0.0,675.0,679.0,0.0,14.0,1.0,12460.0,64.9,23.0,0.0,0.0,0.0,Individual,0.0,0.0,18747.0,1.0,1.0,0.0,1.0,6287.0,1.0,2.0,2968.0,68.0,19200.0,1.0,2.0,0.0,3.0,1562.0,0.0,0.0,196.0,6.0,6.0,0.0,0.0,4.0,8.0,5.0,7.0,4.0,13.0,19.0,8.0,14.0,0.0,0.0,1.0,95.7,1.0,0.0,27750.0,18747.0,10900.0,8550.0
11925.0, 60 months,30.94,392.73,G,5 years,RENT,40000.0,Verified,2017-12-01,Charged Off,347xx,30.39,0.0,665.0,669.0,1.0,8.0,0.0,7602.0,97.0,12.0,1694.93,305.0874,0.0,Individual,0.0,0.0,36738.0,1.0,4.0,0.0,3.0,29136.0,1.0,3.0,1972.0,97.0,7800.0,2.0,2.0,3.0,6.0,4592.0,0.0,0.0,55.0,6.0,6.0,0.0,1.0,1.0,4.0,2.0,2.0,6.0,4.0,5.0,4.0,8.0,0.0,0.0,1.0,92.0,0.0,0.0,43028.0,36738.0,2000.0,35228.0
40000.0, 36 months,6.99,1234.91,A,1 year,MORTGAGE,165000.0,Verified,2017-01-01,Fully Paid,950xx,6.95,0.0,785.0,789.0,1.0,22.0,0.0,117594.0,20.6,41.0,0.0,0.0,0.0,Individual,0.0,0.0,1018077.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,12121.0,21.0,238700.0,1.0,0.0,5.0,4.0,46276.0,0.0,0.0,233.0,5.0,5.0,4.0,0.0,7.0,9.0,17.0,26.0,1.0,21.0,36.0,9.0,22.0,0.0,0.0,3.0,100.0,0.0,0.0,1151700.0,117594.0,130300.0,0.0
4500.0, 36 months,10.49,146.24,B,2 years,OWN,24125.0,Source Verified,2016-11-01,Fully Paid,860xx,18.06,1.0,660.0,664.0,1.0,7.0,0.0,16974.0,46.1,34.0,0.0,0.0,0.0,Individual,0.0,0.0,16974.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,11679.0,46.0,36800.0,0.0,2.0,2.0,3.0,2425.0,0.0,0.0,317.0,2.0,2.0,0.0,6.0,2.0,4.0,4.0,11.0,6.0,7.0,28.0,4.0,7.0,0.0,1.0,2.0,67.6,0.0,0.0,36800.0,16974.0,33700.0,0.0
7000.0, 36 months,12.99,235.83,C,4 years,RENT,83500.0,Source Verified,2016-05-01,Fully Paid,982xx,10.88,1.0,690.0,694.0,1.0,10.0,1.0,1831.0,30.5,13.0,0.0,0.0,0.0,Individual,0.0,2991.0,23870.0,4.0,2.0,1.0,1.0,22039.0,3.0,6.0,883.0,65.0,6000.0,2.0,0.0,1.0,7.0,2387.0,0.0,0.0,302.0,3.0,2.0,0.0,0.0,4.0,4.0,7.0,10.0,2.0,8.0,11.0,4.0,10.0,0.0,0.0,4.0,84.6,0.0,1.0,36861.0,23870.0,5000.0,30861.0
20000.0, 36 months,11.47,659.24,B,10+ years,OWN,84000.0,Not Verified,2016-03-01,Charged Off,932xx,34.37,0.0,695.0,699.0,1.0,12.0,0.0,48724.0,76.0,36.0,5530.7,995.526,0.0,Individual,0.0,0.0,90354.0,2.0,3.0,0.0,2.0,41630.0,2.0,5.0,4484.0,75.0,64100.0,1.0,8.0,1.0,7.0,7530.0,0.0,0.0,208.0,1.0,1.0,2.0,0.0,2.0,7.0,2.0,9.0,13.0,9.0,21.0,7.0,12.0,0.0,0.0,2.0,97.2,0.0,0.0,131072.0,90354.0,11300.0,66972.0
10000.0, 36 months,12.79,335.93,C,7 years,RENT,37000.0,Not Verified,2016-06-01,Fully Paid,170xx,30.62,0.0,715.0,719.0,0.0,20.0,0.0,3668.0,33.0,25.0,0.0,0.0,0.0,Individual,0.0,0.0,47030.0,0.0,13.0,0.0,1.0,43362.0,1.0,3.0,886.0,66.0,11100.0,0.0,4.0,1.0,4.0,2352.0,0.0,0.0,159.0,10.0,10.0,0.0,0.0,1.0,3.0,3.0,3.0,17.0,7.0,8.0,3.0,20.0,0.0,0.0,1.0,96.0,0.0,0.0,71132.0,47030.0,3800.0,60032.0
12000.0, 36 months,17.09,428.38,D,4 years,RENT,36000.0,Source Verified,2017-06-01,Charged Off,342xx,29.7,0.0,695.0,699.0,0.0,15.0,1.0,16234.0,38.1,27.0,1547.77,278.5986,0.0,Individual,0.0,0.0,52121.0,2.0,2.0,1.0,3.0,35887.0,6.0,7.0,6797.0,62.0,42600.0,0.0,2.0,3.0,10.0,3475.0,0.0,0.0,125.0,3.0,3.0,0.0,3.0,5.0,11.0,5.0,9.0,9.0,13.0,18.0,11.0,15.0,0.0,0.0,7.0,88.0,0.0,0.0,83950.0,52121.0,24900.0,41350.0
6000.0, 36 months,12.74,201.42,C,7 years,RENT,63000.0,Verified,2016-11-01,Charged Off,782xx,24.25,0.0,660.0,664.0,2.0,13.0,0.0,10014.0,41.9,48.0,80.58,14.5044,0.0,Individual,0.0,2684.0,42680.0,2.0,2.0,0.0,3.0,32666.0,3.0,6.0,3049.0,65.0,23900.0,3.0,3.0,2.0,9.0,3283.0,0.0,0.0,236.0,3.0,3.0,0.0,1.0,3.0,10.0,4.0,20.0,13.0,11.0,35.0,10.0,13.0,0.0,0.0,3.0,100.0,0.0,0.0,65613.0,42680.0,5800.0,41713.0
5000.0, 36 months,7.39,155.28,A,10+ years,MORTGAGE,60000.0,Source Verified,2016-02-01,Fully Paid,103xx,11.52,0.0,735.0,739.0,0.0,6.0,0.0,5469.0,45.6,21.0,0.0,0.0,0.0,Individual,0.0,0.0,225724.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1752.0,46.0,12000.0,0.0,0.0,0.0,0.0,37621.0,0.0,0.0,150.0,28.0,28.0,2.0,0.0,2.0,4.0,1.0,13.0,2.0,5.0,17.0,4.0,5.0,0.0,0.0,0.0,100.0,0.0,0.0,253444.0,5469.0,5900.0,0.0
13500.0, 36 months,8.24,424.54,B,2 years,RENT,108000.0,Source Verified,2016-11-01,Fully Paid,760xx,11.06,1.0,695.0,699.0,1.0,10.0,0.0,13449.0,44.0,27.0,0.0,0.0,0.0,Individual,0.0,0.0,44114.0,1.0,5.0,1.0,2.0,30665.0,2.0,2.0,11540.0,57.0,30600.0,1.0,0.0,3.0,4.0,4411.0,0.0,0.0,139.0,6.0,6.0,1.0,1.0,2.0,4.0,3.0,11.0,12.0,5.0,14.0,4.0,10.0,0.0,0.0,3.0,88.9,0.0,0.0,77010.0,44114.0,25200.0,46410.0
7200.0, 36 months,22.74,277.74,E,6 years,RENT,20000.0,Verified,2017-04-01,Fully Paid,329xx,7.98,0.0,690.0,694.0,0.0,11.0,0.0,2457.0,51.2,26.0,0.0,0.0,0.0,Individual,0.0,628.0,30446.0,0.0,7.0,0.0,0.0,27989.0,0.0,1.0,1381.0,129.0,4800.0,0.0,0.0,0.0,1.0,2768.0,0.0,0.0,44.0,21.0,21.0,0.0,0.0,2.0,4.0,2.0,2.0,22.0,4.0,4.0,4.0,11.0,0.0,0.0,0.0,100.0,0.0,0.0,23567.0,30446.0,2600.0,18767.0
6000.0, 36 months,14.52,206.59,C,2 years,RENT,40000.0,Source Verified,2018-05-01,Fully Paid,112xx,5.76,0.0,660.0,664.0,0.0,10.0,1.0,2939.0,45.9,16.0,0.0,0.0,0.0,Individual,0.0,0.0,3130.0,0.0,1.0,0.0,1.0,191.0,3.0,6.0,1855.0,40.0,6400.0,0.0,3.0,1.0,7.0,391.0,0.0,0.0,127.0,7.0,7.0,2.0,1.0,1.0,3.0,3.0,4.0,1.0,9.0,13.0,3.0,10.0,0.0,0.0,3.0,92.9,1.0,0.0,7900.0,3130.0,2300.0,1500.0
5025.0, 36 months,20.75,188.68,E,4 years,RENT,18469.0,Source Verified,2016-03-01,Charged Off,458xx,24.3,1.0,665.0,669.0,1.0,10.0,1.0,9597.0,67.1,25.0,310.01,55.801799996899994,0.0,Individual,0.0,0.0,9597.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,6468.0,67.0,14300.0,6.0,0.0,3.0,6.0,960.0,0.0,0.0,264.0,16.0,7.0,0.0,1.0,4.0,9.0,4.0,4.0,12.0,10.0,12.0,9.0,10.0,0.0,0.0,1.0,88.0,0.0,1.0,14300.0,9597.0,10100.0,0.0
2075.0, 36 months,21.97,79.22,E,1 year,RENT,26500.0,Source Verified,2016-02-01,Fully Paid,577xx,24.59,0.0,715.0,719.0,0.0,2.0,0.0,810.0,62.3,6.0,0.0,0.0,0.0,Individual,0.0,0.0,19002.0,0.0,1.0,1.0,3.0,18192.0,0.0,0.0,810.0,82.0,1300.0,1.0,0.0,2.0,3.0,9501.0,0.0,0.0,43.0,27.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,100.0,0.0,0.0,23089.0,19002.0,1300.0,21789.0
7200.0, 36 months,7.39,223.61,A,10+ years,RENT,68000.0,Source Verified,2016-04-01,Fully Paid,212xx,5.19,0.0,660.0,664.0,0.0,3.0,0.0,4072.0,99.3,28.0,0.0,0.0,0.0,Individual,0.0,633.0,231946.0,1.0,1.0,2.0,2.0,5417.0,0.0,0.0,4072.0,96.0,4100.0,0.0,1.0,0.0,2.0,77315.0,0.0,0.0,127.0,86.0,4.0,4.0,1.0,1.0,1.0,1.0,7.0,17.0,1.0,7.0,1.0,3.0,0.0,0.0,2.0,96.4,0.0,0.0,245302.0,9489.0,4100.0,5806.0
19200.0, 36 months,11.39,632.14,B,< 1 year,MORTGAGE,40000.0,Source Verified,2017-01-01,Fully Paid,431xx,13.41,0.0,745.0,749.0,1.0,6.0,0.0,7670.0,34.9,20.0,0.0,0.0,0.0,Individual,0.0,0.0,126938.0,3.0,1.0,0.0,0.0,265.0,2.0,2.0,5967.0,27.0,22000.0,1.0,0.0,5.0,3.0,21156.0,0.0,0.0,321.0,4.0,4.0,2.0,0.0,2.0,3.0,2.0,5.0,5.0,4.0,13.0,3.0,6.0,0.0,0.0,3.0,100.0,0.0,0.0,149794.0,7935.0,14500.0,8000.0
7500.0, 36 months,12.61,251.3,C,10+ years,MORTGAGE,65000.0,Not Verified,2018-05-01,Fully Paid,481xx,32.81,1.0,695.0,699.0,2.0,12.0,0.0,58347.0,42.1,32.0,0.0,0.0,0.0,Individual,0.0,0.0,111447.0,1.0,7.0,2.0,5.0,53100.0,1.0,1.0,8519.0,80.0,72300.0,1.0,0.0,4.0,6.0,9287.0,0.0,0.0,206.0,7.0,4.0,0.0,0.0,1.0,3.0,1.0,10.0,13.0,5.0,19.0,3.0,12.0,0.0,0.0,3.0,90.6,0.0,0.0,128554.0,111447.0,12000.0,56254.0
24000.0, 60 months,15.77,580.71,D,10+ years,MORTGAGE,72000.0,Not Verified,2016-02-01,Fully Paid,977xx,31.37,1.0,665.0,669.0,1.0,11.0,0.0,20269.0,74.2,27.0,0.0,0.0,0.0,Individual,0.0,186.0,45824.0,2.0,2.0,2.0,2.0,25555.0,1.0,1.0,3910.0,80.0,27300.0,0.0,0.0,1.0,3.0,4166.0,0.0,0.0,266.0,3.0,3.0,2.0,1.0,4.0,8.0,4.0,5.0,11.0,9.0,14.0,8.0,11.0,0.0,0.0,3.0,88.9,0.0,0.0,72687.0,45824.0,8000.0,45387.0
3000.0, 36 months,5.32,90.35,A,6 years,MORTGAGE,70000.0,Verified,2017-08-01,Fully Paid,961xx,15.41,0.0,750.0,754.0,1.0,15.0,0.0,5482.0,14.7,30.0,0.0,0.0,0.0,Individual,0.0,0.0,326725.0,2.0,2.0,2.0,2.0,45705.0,2.0,5.0,753.0,59.0,37400.0,4.0,3.0,9.0,10.0,21782.0,0.0,0.0,84.0,7.0,4.0,4.0,0.0,1.0,2.0,7.0,12.0,9.0,11.0,17.0,3.0,15.0,0.0,0.0,7.0,100.0,0.0,0.0,363677.0,51187.0,21000.0,48797.0
35000.0, 36 months,7.39,1086.96,A,6 years,RENT,375000.0,Source Verified,2016-04-01,Fully Paid,770xx,12.97,0.0,720.0,724.0,0.0,13.0,0.0,102209.0,34.7,16.0,0.0,0.0,0.0,Individual,0.0,0.0,169655.0,2.0,2.0,0.0,2.0,67446.0,2.0,7.0,9525.0,47.0,237600.0,3.0,1.0,0.0,9.0,13050.0,0.0,0.0,58.0,3.0,3.0,2.0,0.0,5.0,8.0,7.0,7.0,3.0,11.0,11.0,8.0,13.0,0.0,0.0,2.0,100.0,0.0,0.0,329241.0,169655.0,74100.0,91641.0
20000.0, 36 months,9.75,643.0,B,5 years,RENT,50000.0,Not Verified,2016-03-01,Fully Paid,981xx,18.99,3.0,660.0,664.0,2.0,12.0,0.0,14637.0,36.6,17.0,0.0,0.0,0.0,Individual,0.0,0.0,16758.0,0.0,1.0,0.0,0.0,2121.0,1.0,2.0,6289.0,28.0,40000.0,0.0,0.0,2.0,2.0,1523.0,0.0,0.0,103.0,10.0,10.0,0.0,0.0,4.0,5.0,5.0,6.0,1.0,11.0,16.0,5.0,12.0,0.0,0.0,1.0,82.4,0.0,0.0,58963.0,16758.0,29100.0,18963.0
30000.0, 36 months,13.49,1017.92,C,5 years,RENT,95000.0,Verified,2016-11-01,Fully Paid,330xx,17.8,0.0,725.0,729.0,0.0,11.0,1.0,6074.0,40.8,22.0,0.0,0.0,0.0,Individual,0.0,0.0,31076.0,1.0,2.0,1.0,2.0,25002.0,2.0,4.0,4394.0,58.0,14900.0,1.0,1.0,2.0,6.0,3108.0,0.0,0.0,139.0,4.0,4.0,0.0,0.0,2.0,5.0,3.0,6.0,7.0,9.0,15.0,5.0,11.0,0.0,0.0,3.0,100.0,1.0,0.0,53830.0,31076.0,10500.0,38930.0
21000.0, 36 months,6.49,643.54,A,1 year,RENT,146000.0,Source Verified,2016-03-01,Fully Paid,967xx,8.9,2.0,690.0,694.0,0.0,12.0,0.0,17254.0,73.1,35.0,0.0,0.0,0.0,Individual,0.0,0.0,503179.0,1.0,4.0,1.0,1.0,67778.0,0.0,0.0,7894.0,63.0,23593.0,3.0,0.0,4.0,1.0,41932.0,1.0,10086.0,192.0,58.0,1.0,5.0,1.0,5.0,5.0,5.0,11.0,16.0,7.0,14.0,5.0,11.0,0.0,2.0,1.0,85.7,0.0,0.0,533628.0,85032.0,22493.0,83935.0
6450.0, 36 months,13.44,218.7,C,10+ years,OWN,70000.0,Source Verified,2016-01-01,Fully Paid,290xx,16.72,0.0,700.0,704.0,0.0,7.0,2.0,9363.0,62.0,10.0,0.0,0.0,0.0,Individual,0.0,0.0,36223.0,0.0,2.0,0.0,1.0,26860.0,0.0,4.0,6093.0,69.0,15100.0,0.0,1.0,0.0,5.0,5175.0,0.0,0.0,216.0,16.0,16.0,0.0,0.0,2.0,5.0,2.0,2.0,3.0,5.0,7.0,5.0,7.0,0.0,0.0,0.0,100.0,0.0,2.0,52556.0,36223.0,9800.0,37456.0
12025.0, 36 months,10.49,390.79,B,2 years,MORTGAGE,120000.0,Source Verified,2016-11-01,Fully Paid,933xx,8.52,0.0,660.0,664.0,2.0,9.0,1.0,7094.0,43.0,20.0,0.0,0.0,0.0,Individual,0.0,0.0,24256.0,1.0,2.0,0.0,1.0,17162.0,1.0,2.0,3282.0,56.0,16500.0,3.0,0.0,2.0,3.0,2695.0,0.0,0.0,238.0,4.0,4.0,1.0,0.0,2.0,6.0,2.0,3.0,7.0,7.0,12.0,6.0,9.0,0.0,0.0,1.0,94.1,1.0,0.0,43375.0,24256.0,4500.0,26875.0
5000.0, 36 months,12.79,167.97,C,2 years,RENT,24000.0,Source Verified,2016-06-01,Charged Off,604xx,9.1,0.0,680.0,684.0,2.0,3.0,0.0,6058.0,89.1,4.0,250.13,45.0234,0.0,Individual,0.0,0.0,6058.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4931.0,89.0,6800.0,0.0,0.0,2.0,1.0,2019.0,0.0,0.0,120.0,6.0,6.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,1.0,100.0,0.0,0.0,6800.0,6058.0,5000.0,0.0
7500.0, 36 months,7.96,234.89,A,5 years,RENT,60000.0,Source Verified,2018-04-01,Fully Paid,773xx,8.5,0.0,685.0,689.0,0.0,8.0,0.0,1613.0,23.7,12.0,0.0,0.0,0.0,Individual,0.0,0.0,7641.0,1.0,2.0,0.0,2.0,6028.0,1.0,5.0,1051.0,49.0,6800.0,0.0,0.0,0.0,7.0,955.0,0.0,0.0,27.0,5.0,5.0,0.0,1.0,2.0,3.0,2.0,2.0,6.0,6.0,6.0,3.0,8.0,0.0,0.0,1.0,91.7,0.0,0.0,15591.0,7641.0,2600.0,8791.0
30000.0, 60 months,9.93,636.38,B,10+ years,MORTGAGE,145000.0,Source Verified,2017-05-01,Fully Paid,115xx,7.85,0.0,790.0,794.0,0.0,18.0,0.0,11260.0,15.4,33.0,0.0,0.0,0.0,Individual,0.0,0.0,755516.0,1.0,1.0,0.0,0.0,12371.0,1.0,4.0,4742.0,23.0,73100.0,0.0,1.0,2.0,5.0,41973.0,0.0,0.0,225.0,12.0,5.0,5.0,0.0,2.0,4.0,6.0,10.0,2.0,15.0,26.0,4.0,18.0,0.0,0.0,2.0,100.0,0.0,0.0,915100.0,23631.0,39200.0,30000.0
10000.0, 36 months,11.47,329.62,B,5 years,RENT,100000.0,Not Verified,2016-04-01,Fully Paid,773xx,8.02,0.0,660.0,664.0,1.0,8.0,0.0,6104.0,78.0,28.0,0.0,0.0,1.0,Individual,0.0,0.0,28510.0,0.0,3.0,1.0,1.0,22406.0,2.0,3.0,3240.0,78.0,7800.0,0.0,0.0,3.0,4.0,4072.0,0.0,0.0,221.0,7.0,7.0,0.0,2.0,4.0,4.0,9.0,11.0,7.0,4.0,21.0,4.0,7.0,0.0,0.0,3.0,79.0,0.0,0.0,44020.0,28510.0,7800.0,36220.0
15000.0, 36 months,11.39,493.86,B,10+ years,MORTGAGE,67500.0,Not Verified,2017-02-01,Fully Paid,344xx,17.24,0.0,695.0,699.0,0.0,8.0,1.0,10534.0,56.0,14.0,0.0,0.0,0.0,Individual,0.0,0.0,232334.0,1.0,2.0,0.0,2.0,22642.0,1.0,2.0,7886.0,66.0,18800.0,0.0,0.0,0.0,4.0,29042.0,0.0,0.0,289.0,2.0,2.0,1.0,2.0,3.0,3.0,4.0,5.0,6.0,5.0,7.0,3.0,8.0,0.0,0.0,1.0,76.9,0.0,1.0,247261.0,33176.0,18100.0,31336.0
18675.0, 36 months,18.99,684.46,D,10+ years,RENT,78000.0,Not Verified,2016-12-01,Charged Off,336xx,16.11,0.0,690.0,694.0,0.0,11.0,0.0,19082.0,46.7,24.0,0.0,0.0,0.0,Individual,0.0,2154.0,39389.0,0.0,1.0,0.0,1.0,20307.0,0.0,2.0,6120.0,57.0,40900.0,0.0,0.0,0.0,3.0,3581.0,0.0,0.0,249.0,18.0,18.0,0.0,0.0,4.0,6.0,7.0,13.0,4.0,10.0,20.0,6.0,11.0,0.0,0.0,0.0,100.0,0.0,0.0,68900.0,39389.0,29200.0,28000.0
25000.0, 36 months,7.49,777.55,A,7 years,OWN,88000.0,Not Verified,2016-11-01,Fully Paid,403xx,9.53,0.0,705.0,709.0,0.0,8.0,0.0,17610.0,39.7,27.0,0.0,0.0,0.0,Joint App,0.0,0.0,43592.0,1.0,0.0,1.0,1.0,25982.0,1.0,3.0,6906.0,61.0,44400.0,0.0,0.0,1.0,4.0,5449.0,0.0,0.0,114.0,4.0,4.0,1.0,0.0,6.0,6.0,6.0,9.0,14.0,7.0,12.0,6.0,8.0,0.0,0.0,2.0,100.0,0.0,0.0,70980.0,43592.0,42900.0,26580.0
30000.0, 60 months,13.99,697.9,C,10+ years,MORTGAGE,115000.0,Source Verified,2016-01-01,Charged Off,796xx,20.77,0.0,710.0,714.0,0.0,16.0,0.0,22731.0,80.6,25.0,2693.63,484.8534,0.0,Individual,0.0,0.0,195646.0,1.0,3.0,1.0,2.0,55189.0,1.0,3.0,3955.0,83.0,28200.0,0.0,2.0,1.0,5.0,12228.0,0.0,0.0,236.0,9.0,4.0,1.0,0.0,10.0,12.0,10.0,13.0,8.0,12.0,16.0,12.0,16.0,0.0,0.0,2.0,100.0,0.0,0.0,245200.0,77920.0,21400.0,74250.0
